customer_tweet_id,customer_author_id,customer_text,reply_tweet_id,reply_text,created_at
1434160,327974,"@AppleSupport Seriously, come on.",1434159,"@327974 We’d like to offer our support. Which iPhone do you use? Also, which version of OS is running on your iPhone and Watch?",Thu Nov 02 16:17:00 +0000 2017
2728286,764997,"@AppleSupport Checked time- battery at 54%, checked again 5 minutes later, it was down to 13%. Phone was doing nothing in between. This only happened since installing ios 11. I’ve done all I can think of to reduce battery drain. Help!!",2728284,"@764997 Hey there. We appreciate you reaching out. What model iPhone are you using, and what is the exact iOS version installed in Settings > General > About? Also, let's make sure your settings are adjusted for improved battery life as listed here:",Mon Nov 20 14:01:00 +0000 2017
1435775,420130,@AppleSupport wtf is this?,1435774,"@420130 We're glad to help with this. Please DM us, and we’ll take it from there.",Thu Nov 02 14:09:29 +0000 2017
1673524,509237,"@509238 No! What the hell is I️t?! It’s been happening the last few days, I’m glad it’s not just me! @115858 HELP!",1673523,@509237 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Mon Nov 06 17:27:29 +0000 2017
2300669,667732,"@AppleSupport I can’t put an app in a folder because it turns sideways when I hold down on it, making it impossible to insert.",2300668,@667732 We'd like to help! Send us a DM to continue.,Sun Nov 12 17:02:58 +0000 2017
2686656,650961,@AppleSupport,2686658,"@650961 You're absolutely right, you have plenty of iCloud space. What is happening when you try to back up? Are you getting an error message or does the backup just not complete?",Sun Nov 19 15:46:31 +0000 2017
1636565,500567,@AppleSupport why is airplay from my macbook air to apple tv 3 always buffering while casting to chromecast is flawless?,1636563,@500567 Let's see how we can help. Have you been successful in using AirPlay between these devices in the past?,Sun Nov 05 21:35:01 +0000 2017
1803135,541811,@AppleSupport worst upgrade ever ......SUCKS.nothing but problems and now I can’t instal latest upgrade that I need ! My phone is useless!,1803134,@541811 We want to help in any way we can. Check out the steps here and let us know the result:,Wed Oct 18 01:36:29 +0000 2017
743825,297850,@AppleSupport iOS 11.0.2 keeps crashing! 👍🏻,743824,"@297850 We're here to help. Can you please message us in DM, with more details?",Fri Oct 06 23:34:25 +0000 2017
2040103,603220,@AppleSupport any way to check my battery health.,2040102,@603220 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?,Tue Nov 07 22:03:00 +0000 2017
489716,231638,"Updated to iOS 11.1.2. Every 5 mins phone vibrates, black screen, loading wheel and then asks for password. No Apple store in Melbourne (?) plz halp @AppleSupport",489715,@231638 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there.,Fri Dec 01 16:17:33 +0000 2017
2255486,656938,"@AppleSupport Battery life reduced to 1/2 a day, iMessages are hidden by reply window/keyboard, processing time slowed considerably",2255485,@656938 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together.,Sat Nov 11 00:05:32 +0000 2017
742518,297538,@AppleSupport I’m updated to 11.0.3 too,742520,@297538 We'd be happy to look into this with you further. DM us and we'll go from there.,Sat Oct 14 18:45:00 +0000 2017
1641930,501917,Okay wtf @115858 I️ said Fucking INSTA,1641929,@501917 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Mon Nov 06 00:23:55 +0000 2017
1620570,496668,"Someone at @AppleSupport tell me why my phone doesn’t display text messages on my lock screen even though it is turned on, ever since iOS 11",1620569,@496668 We'd be happy to look into this. Which iPhone and iOS 11 version are you using?,Sun Nov 05 16:38:00 +0000 2017
1720524,479827,"Hey @AppleSupport, my new iPhone X could not be activated, and AT&T says its your fault. What do I do now???",1720523,"@479827 We'd be happy to look this over with you. Please meet us in DM, so we may gather some information and assist.",Sat Nov 04 00:50:52 +0000 2017
514777,238537,@AppleSupport Do you have an estimated date on when Photos for MacOS 10.13 will be fixed? My Christmas projects are backing up due to this.,514776,@238537 We want to get you in the right direction for assistance. Reach out to our Photos experts through the following link:,Sat Dec 02 00:27:24 +0000 2017
1569674,484143,@AppleSupport the issue no :100316313800 has not been solved for more than 1 month and apple cannot give any further information!,1569673,@484143 Let's look into this for you. Meet us in DM and we can check on some available options.,Sat Nov 04 16:50:28 +0000 2017
2955418,276652,@AppleSupport also just installed the security update but preeeeetty i’ve already been hacked. what do i do,2955420,@276652 We totally understand your concern and would like to help make sure all is well on your Mac. Would you please join us in DM and tell us more about what's happened?,Wed Nov 29 19:26:00 +0000 2017
676050,281267,"Since this updated ios from @AppleSupport my phone doesnt work correctly!! Apps keep crashing, screen touch not correct + more! #nomoreapple",676049,@281267 We'd like to work with you. Let's continue our conversation in DM.,Thu Oct 05 15:49:37 +0000 2017
1500777,468431,@AppleSupport why has every single account on my phone signed me out of it over night?,1500776,@468431 We're here for you. Let us know in DM the iOS version on the iPhone to get started.,Fri Nov 03 15:23:27 +0000 2017
1203498,402726,@AppleSupport I need help urgently as I’ve Mahabad to purchase and year sucricprition and didn’t mean to,1203497,@402726 Hello! We've received your DM and will proceed from there.,Wed Oct 25 13:53:55 +0000 2017
2023185,598351,@AppleSupport Thank you. Couldn’t find that setting in this iOS.,2023187,"@598351 You are most welcome. If there is anything we can do to assist you in the future, please don't hesitate to reach back out.",Wed Oct 18 21:30:00 +0000 2017
427845,216744,@115858 fix this iOS 11 update PLEASE.,427844,@216744 What's going on with your device? We might be able to help.,Tue Oct 10 13:20:33 +0000 2017
552092,248698,"@AppleSupport So far seems to have worked ! Thanks so much ! my son is working on his phone now , fingers crossed it works",552093,"@248698 That's great news to hear. If anything comes up on his device, keep us posted and we'll be here to help.",Sat Dec 02 22:31:31 +0000 2017
1858291,555658,@115858 has really been shitting the bed lately. I've had more issues with the iPhone 7 than all my iPhones combined since second gen.,1858290,@555658 We'd like to help. DM us if you're having similar issues in other apps and we'll be glad to continue support there.,Thu Oct 19 14:22:32 +0000 2017
2583155,732033,I love when the sound on my phone just stops working thanks @115858,2583154,"@732033 We want the sound to work for you, and we'd love to help. Which software version are you using? Also, are you unable to hear all audio?",Thu Nov 16 23:29:26 +0000 2017
1496721,448921,@AppleSupport I bought an iPhone 8 in the US recently and was assured it was unlocked by the staff at @127271 - it isn’t. Any options?,1496720,"@448921 Hi, we'd like to help cover some information with you. Please DM us and we can assist further.",Fri Nov 03 12:23:00 +0000 2017
427099,216586,"@115858 my WhatsApp doesn’t work with iOS 11, and the keyboard have a delay when I push the letters 😡 #ios11 #sucks #ios11sucks",427098,@216586 Hey there! Let's look into this together. Could you tell which iPhone and specific iOS version number you're using?,Tue Oct 10 12:54:35 +0000 2017
2631577,743084,Unable to make calls on IOS 11.1.x on my 5s.. Any Solution. IOS 11.0.3 works fine on Iphone 5s. @AppleSupport,2631576,"@743084 We'd be happy to assist today. What's happening when you try to place a call, are you just getting the call failed error? Does the call go out and then drop? etc.",Fri Nov 17 18:26:35 +0000 2017
2422629,677354,"I love iPhones but @115858 is fucking bullshit. If I wasn’t $700 in on this piece of freezing garbage I call my new phone, I would probably switch to something else.",2422628,"@677354 We'd love to continue working with you! Please send us a DM, and we'll continue working to resolve this together.",Tue Nov 14 18:14:01 +0000 2017
1301901,424257,"@AppleSupport nothing it just pops up and says facetiming but doesn’t ring, and when people call me on ft it doesn’t go through at all",1301902,"@424257 Okay, thanks. Is this happening on Wi-Fi or cellular?",Fri Oct 27 01:24:27 +0000 2017
2146528,192527,Omfg @115858 fix your shit! I've gone to settings constantly to try and fix my i's and it doesn't fix ANYTHING😡😡 Tired of seeing these boxes with question marks.,2146527,@192527 We'd like to look into this with you. Could you please send us a DM so we can continue on this?,Wed Nov 08 20:58:46 +0000 2017
1246459,412438,my phone keeps turning on and off while on the charger help @applesupport,1246458,@412438 We're happy to help. Are you using the charger that came with your iPhone? Are you using a specific app when it turns off?,Thu Oct 26 00:47:00 +0000 2017
2304870,668731,My Apple Music has been messing up since the new update! Cannot think of a worse possible outcome. Not the music @115858,2304869,"@668731 What's happening specifically with Apple Music? We'd love to know the details via DM to see how we can help. When you reach out, be sure to let us know what type of device you're using.",Sun Nov 12 20:42:36 +0000 2017
1625388,497762,Y’all. What is going on? @115858 fix this😑🙄,1625387,@497762 Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,Sun Nov 05 18:24:33 +0000 2017
1881575,561505,@AppleSupport I have to charge my iPhone 7 3x a day after this iOS 11 update 🙄uh any fixes yet,1881574,@561505 When did you update to iOS 11.0.3? Are you using the Apple cable? Send us a DM and also let us know the country you're in.,Sat Oct 21 18:23:33 +0000 2017
1889302,563424,@AppleSupport what does the message mean? Today I noticed that my account was already disabled?,1889301,@563424 We completely understand the concern. Have you clicked on that link or entered any information in the site it links to?,Sun Oct 22 14:40:45 +0000 2017
1181511,397859,@applesupport my phone keeps saying storage almost full I've deleted apps photos and videos and it's still at the same space level help,1181510,"@397859 We're here to help. Can you tell us when you deleted your items, did you do a restart to your iPhone?",Mon Mar 13 13:14:00 +0000 2017
2578723,448740,"Every time I try to type “it”, my phone autocorrects to “I.T” WTF @115858 @AppleSupport. These updates have been pure trash!",2578722,"@448740 We’d like to look into this with you. To start, please send us a DM confirming which iPhone and software version you’re using.",Thu Nov 16 21:46:33 +0000 2017
663934,278228,@AppleSupport I'm trying to get into contact with someone from customer support. But your stupid automated answer is useless. I need to speak to an actual person. Where can I call?,663933,@278228 We can definitely help get you in contact with our local phone support or assist here over Twitter. Which ever works best for you. Select the following link to join us in a DM and we'll take it from there.,Thu Nov 23 01:59:26 +0000 2017
1636575,500568,@AppleSupport is there a fix for the “I️” spellcheck bug?,1636573,@500568 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Sun Nov 05 21:34:05 +0000 2017
2406572,258749,@AppleSupport But won’t that erase everything I’ve downloaded from Apple Music? That makes me nervous 😳,2406573,"@258749 If you turn off iCloud Music Library, it will erase all your music you've downloaded for offline listening. If the songs aren't available in our Apple Music catalog, this is the only way to sync them to your iPhone. Send us a DM if you have any additional questions.",Wed Nov 15 00:58:27 +0000 2017
1232218,408995,"Seriously @AppleSupport, your Photos Agent background process is a joke. Using 186% of my CPU and draining my battery while charging.",1232217,@408995 We want to look into this. DM us with more information and we'll follow up there.,Wed Oct 25 21:25:27 +0000 2017
1449283,456303,@AppleSupport why does the update take up so much memory & lock my screen in landscape mode? I’m not buying a $1k phone to fix this 😡,1449282,"@456303 Let's team up to resolve this. Send us a DM with more information, and we'll continue from there.",Mon Oct 16 19:41:25 +0000 2017
1649085,503749,@AppleSupport i didn't forget the passcode i turned back on my ipod after about 5 years and it's locked out,1649087,@503749 Do you have access to a computer that has access to iTunes for the purpose of restoring your iPhone? DM us here.,Mon Nov 06 00:55:00 +0000 2017
1082447,375330,@AppleSupport Is the get ready for iPhone X upgrade for existing members completely up and running because this is what I get w/ VZ pin?,1082446,"@375330 Thanks for reaching out to us today. We want to get you in touch with our Sales Support, click this link:",Mon Oct 23 20:20:37 +0000 2017
294912,186229,"@AppleSupport @115858 #ios1102 Problems: draining battery like hell, Constantly Iphone and keyboard freezing, APPS crashing... etc ... HELP!",294909,"@186229 We'll help out. To concentrate on one issue at a time, check these battery tips as a first step.",Fri Oct 06 17:56:27 +0000 2017
2018903,597056,@AppleSupport my MacBook has these issues but it didn’t start until 1 month after the cutoff date and now no one will help me.,2018902,"@597056 We appreciate you reaching out. So that we can look into this further, use the link below to DM us, and we’ll take it from there.",Sat Nov 04 22:34:00 +0000 2017
1587421,488287,I️ s2g @115858 if you don’t fix this freaking I️ I️ I️,1587420,@488287 Thanks for reaching out to us. Try the steps in this article to correct your keyboard issue:,Sat Nov 04 22:51:31 +0000 2017
1807874,543129,Hi @AppleSupport any idea why my iPhone just factory-resetted itself?? really annoying...,1807873,@543129 We'd like to look into this with you. Please send us a DM and let us know exactly what occurred. Was your iPhone recently updated?,Sat Oct 14 13:52:26 +0000 2017
1117129,383592,@AppleSupport I havta individually swipe my notifs away instead of clearing them all at once in the IOS11 update?????? Thts bull crap!!!!,1117128,"@383592 We're happy to help. You can still close out all the notifications at once by tapping on the ""X"" at the top. Questions? DM us.",Sun Oct 15 03:13:00 +0000 2017
2675425,753083,Cara menonaktifakan auto britghnes iphone @AppleSupport @115858 @76670 @76671 @76672,2675424,@753083 We offer support via Twitter in English. Contact us for help in your preferred language here:,Tue Oct 31 13:01:00 +0000 2017
891114,331582,"Oh wow @AppleSupport , 10% battery reduction in less than 5mins. #iOS11 👏🏻👏🏻👏🏻👏🏻",891113,@331582 We can help. Do you notice this while performing certain tasks on your iPhone?,Fri Oct 13 17:50:35 +0000 2017
1592797,489557,Way to go @115858 my #iOS11 update makes the letter “I️” turn into a little “a” with a box around it.,1592795,@489557 We're here to help. Check out our article here: DM us any other questions.,Sun Nov 05 01:29:00 +0000 2017
915187,337310,"@AppleSupport Thanks for the reply, they’ve all come back now!",915189,"@337310 Excellent news! If you need us down the road, we're here from 5am until 8pm Pacific time, daily, and always happy to help.",Fri Oct 13 20:37:01 +0000 2017
1762221,530234,"@AppleSupport for the love of god, can we get an update for this “I️” nonsense?",1762220,@530234 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Tue Nov 07 20:35:36 +0000 2017
1395690,444557,Yo @115858 used your headphone transfer cable twice and it’s already broken...#bringbacktheheadphonejack,1395689,@444557 We want to help. Reach out to us in a DM and we will continue there.,Sat Oct 28 14:38:53 +0000 2017
2913317,806479,@AppleSupport hi so i updated my phone yesterday and now can no longer connect it to my car via usb???,2913316,"@806479 We certainly want you to enjoy your iPhone on the go. Let's take a look into this issue and work towards a resolution. To get us started, may we have a description of the issue?",Tue Nov 28 22:26:00 +0000 2017
1413225,448425,@AppleSupport iPhone 5s and 11.3,1413227,"@448425 Does it show the version number as 11.3 in Settings > General> About, next to version? DM the answer.",Thu Nov 02 02:17:30 +0000 2017
2294700,666322,"@115858 @AppleSupport Is this green pixel supposed to be on my brand new iPhone X? Also, why can’t I just get a simple replacement phone at your stores? Why do I have to pay another grand to get a replacement or pay for “repair”?!",2294699,"@666322 We know you expect the best from your new iPhone, and we'll do everything we can to help resolve this with you. Go ahead and send us a DM with the country you're located in, and we'll pick back up there.",Sat Nov 11 23:44:00 +0000 2017
2320631,672551,@116333 have bought IPhone X. Wonderful phone but experience shattered by lousy service from Apple agent Nysa. Help !,2320630,@672551 We'd love to assist. Which country are you currently in? DM us here to get started:,Mon Nov 13 13:49:58 +0000 2017
1497989,467804,"@AppleSupport Why do 22,000 pictures, taking 5.5GB in a MacOS folder consume 135GB in my ""Photos Library.photoslibrary""? Why?",1497988,"@467804 Let's take a look into this together. Please send us a DM, and we'll get started.",Fri Nov 03 12:47:00 +0000 2017
2744262,261176,@AppleSupport why do my calendar alerts only show upcoming event rather than specific events as on my other devices? Tried setting to change but not useful,2744261,@261176 Let's look into this for you. Can you provide an example of a specific event? Let us know in DM.,Mon Nov 20 19:10:24 +0000 2017
2573913,729919,"@AppleSupport can you please explain to me why it wants to automatically change to I.T EVERYSINGLE GOD DAMN TIME? I’ve reset the keyboard settings, and all that Jazz, still doesn’t work. I updated last night, all was good, now it’s back. Fix this garbage.",2573912,"@729919 Thank you for reaching out. We want to help. To start, let’s go to Settings > General > Keyboard > Text Replacements. Scroll through the replacements and look for one for “it” or “I.T.” please. If you find one, let’s delete it.",Thu Nov 16 20:29:30 +0000 2017
1766748,531289,Dear @115858 me don’t like taking like this so me would like you to fix the bug that’s making the “eye” letter not work me thank you,1766747,@531289 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Tue Nov 07 22:06:00 +0000 2017
1735884,524099,@115858 y’all have to fix this problem with the keyboard. I’m tired of typing this 👉🏾 I️,1735882,@524099 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Mon Nov 06 18:49:00 +0000 2017
288489,184723,@AppleSupport I did my new update now my phone randomly locks and resets itself. Will there be a new update to fix this?,288488,@184723 That's not the experience we want you to have. DM us using the link below. We'll work from there.,Fri Oct 06 15:16:00 +0000 2017
1882146,561675,@118845 why I’m not getting any useful answer every time I contact your support? ..It’s almosta month now,1882142,@561675 Hey there! We’d like to understand more about this situation. Please DM us some details and we’ll take it from there.,Sat Oct 21 19:37:03 +0000 2017
1937990,576492,@AppleSupport Taptic feedback not working for Apple Watch alarm. Tried all FAQ solutions. Taptic works for notifications/alerts. Thoughts?,1937989,"@576492 Thanks for reaching out, we do have some thoughts on this. Are you receiving audible alerts on the Watch for alarms? DM us.",Sat Oct 28 01:29:59 +0000 2017
2888387,697403,Got a call my CC info & SSN were accessed. Checked all of my stuff and there’s two fake domains in my Passwords that have no site name & won’t delete even when I️ reset my Keychain. @AppleSupport you wanna spot me for a new identity orrr?,2888385,@697403 We’d like to look into this with you. Please send us a DM to let us know details about the call you received.,Tue Nov 28 13:39:00 +0000 2017
1751460,527711,when tf is @115858 gone fix this shit i️?????????,1751459,@527711 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Tue Nov 07 18:19:52 +0000 2017
708652,289410,@AppleSupport I have the iPhone 7 plus and it just says update requested. It shows the update but it won't go any further from there.,708649,@289410 Let's look into this together. Do you get any kind of error message when trying to update?,Tue Oct 10 20:14:31 +0000 2017
