message_id,customer_text,reply,groundedness,correctness,tone,actionability,factual_consistency,overall_score,judge_reason
c83c8778-c488-4d3f-97f6-b0490b6177d3,@AppleSupport notifications issue in iOS 11.0.3-N on for phone&apps but banners do not show. Hard reset but still not working. Ideas?,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
294a7211-2efd-4b54-9405-d52044e1c57a,@AppleSupport everytime I️ type an “I️” it corrects it to this and I️ can’t stop it??,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
bcbc8c70-b3fd-434f-a4e8-a78dce653586,@115858 I found a bug in your software. When I flip my settings screen up from the bottom and turn off my WiFi ...,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
26d73750-2704-4f67-b06f-d4c7b91afc63,@115858 @AppleSupport I tried to update my phone but it won't even start back up.. it was fine before this... why.,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
b76fc0a1-ed77-4ce8-8984-148e8f3b43e2,Is this update serious with the “I️” problem @115858,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
e89ada5c-3a6c-4379-9a97-d3d781bb0b4f,"@AppleSupport thanks for the new emojis but my phone is still broken please advise. need to make calls, cannot. #iphone #apple #plannedobsolesence #brokeniphone #softwareupdate11",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
da0ccb6a-0c0e-491c-843c-d9c5cf285067,@AppleSupport My iPhone 7 screen has accidentally cracked :( What should I do? Plz help.,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
a11b2f96-2620-43ea-ac8b-dd806bcfca18,@AppleSupport @115948 @115858 ooooor at least if one is playing music downloaded there wont be an interruption for either #ThinkAboutIt,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
cab0f1d0-68f2-4651-9fec-bfa4e3a827cc,@AppleSupport How can I fix this.,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
8ed481ce-e3ee-48c0-9703-469ee42ac629,@AppleSupport I’ve only noticed it on WhatsApp so far. But it’s been happening since the first iOS11 update,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
ae4099aa-71d3-42a7-9ea8-db78fe6e079b,Hey @115858 your update has destroyed the life of my phone. What used to be all day is now 3 hrs and dead. #thissux,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
e1e6754e-883d-4924-8943-fc253cda02de,Why isn’t the password sync working? Please don’t tell me to log out and in or clean install or something! @AppleSupport,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
70725ecb-17a4-499a-8774-66654044a901,@AppleSupport iPhone 5S keeps dying on 40%+ while on Snapchat app and 30%+ while on Netflix app. No extreme external temperatures. Why?,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
d89f252e-28e5-4fa6-b3b0-a2a0a9264041,@AppleSupport iPhone 7 Plus. This is the 3rd time I’ve seen it. Restart hasn’t worked. Also saw it with 11.0.1,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
84a02d2b-a6e9-416d-9f06-7e56baabcf33,@115858 @AppleSupport I got this email and it takes you to this site. This is a scam right?,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
3a079f2e-2433-4443-83ed-27cc2932e4ed,@AppleSupport,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
28e897dc-892e-4b4f-be5e-a23b502d11cf,@321560 @AppleSupport I have an iPad Air 2 so it's def. not that. iOS 11 is a bit odd!,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
96fbea6c-c116-4069-8b51-c6f1463bfbb5,"Why is it ok that my iPhone6 worked fine before IOS11, yet now it’s incredibly buggy and slow...constant app crashes. @115858 why have you broken my phone?! It worked fine!",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
60e6c10e-c70b-487b-abe3-7d7d927daadc,@AppleSupport Help! Where do I find my account balance for the App Store? Can’t find it since the iOS update...,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
a6dd9b73-372d-41a9-bc74-7e3fc1c4054e,"Ever since the new update, my phone has become complete shit @115858",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
d78dea94-0d12-486f-b5f3-fa75390faea1,@115858 why does my Bluetooth turn on randomly?,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
5b832893-5602-4dc7-bc26-926b599590e4,@115858 @AppleSupport nah bmt fix this glitch,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
a1eea1af-55d7-448b-aa7d-5f29a00ec27e,@AppleSupport I use iPhone 6s with iOS 11.1.1.,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
7777dbba-b603-4581-a025-b8fa17943bbc,@AppleSupport my phone FREEZES when i play @210685 even after the shitty ass update you guys did fix this,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
ea717a2c-47e5-4a23-bdcc-c297bda93792,@AppleSupport Already tried that and it doesn’t work so.....,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
ca048488-920a-4bab-bb66-fba069675c8f,@115858 has to stop making our phones suck once a new one comes out.,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
96313920-9a43-4d6a-a35f-60798f15f6db,@AppleSupport why is my phone changing letters to symbols,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
86c615c8-05cb-4dc0-88a0-054110bf0b38,@115858 fix my shit please and thank you I️ shouldn’t have to do all those steps. Push out another update please 😊,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
93198d24-e218-4544-a682-6c213a90e2ee,@AppleSupport It shows up there but not in my library or in my purchased music,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
1c348813-6a87-432d-934f-03c8eb0e3548,@AppleSupport I could make calls but couldn’t receive. I have spoken with @122326 do not disturb wasn’t on but was still blocking calls. Could it be a bug in iOS 11.1.1?,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
8dec07d4-532e-482c-8549-6ba9cb836525,@115858 can y’all fix this stupid ass glitch,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
4bb4ed09-10d7-4f56-89a3-0c8c96bd06ba,@AppleSupport Yes. Also my ringtones don’t work anymore either.,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
3119f148-0f54-40fc-8783-c03cb6a5fb7c,"@AppleSupport hi, I’d like to know if this faulty is covered under warranty",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
dcb33046-d733-4eaa-8343-e133866adf27,@115858 ya needa fix this problem with the letter “i” like it’s rlly annoying thx,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
c88e649c-f410-47e9-aa4e-782c01a86729,@115858 @AppleSupport what the hell is going on... why is everyone’s phone doing this now I️ I️ I️ I️ when we type the letter “i”,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
e6008b10-2290-41e6-87c4-f6b885c6e748,@AppleSupport ok ill try it with my friends headphones tomorrow and see if it's just those that don't work and about a week and half now,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
1fd24fb3-c9d9-478b-a987-9b50458ad339,WHY DOES AN ALBUM I BOUGHT ON ITUNES KEEP SKIPPING? #frustrated @115858,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
95a5e56f-bb56-4d32-845d-829e801fb9b6,@AppleSupport so the “I” issue is fixed but now when I type “it” autocorrect does this - I.T WHY,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
35c8807b-986c-4b9e-b326-6cb9c95b80c1,@115858 Guys you need to fix the I️ glitch it showing up weird. Had to manually fix mine 🙄 I️,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
4105105b-e7b4-404a-998a-db276d2008fa,@115858 what the fuck,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
d9bb1f69-b9ee-4569-bda1-a5a4d3888bec,@AppleSupport Why does Maps think I live at the wrong end of my road? I have screenshots but don’t want to share publicly…,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
2416b3e7-8282-41a3-ab6b-b782e7a862c1,"@115858 before I updated my phone to i011 it held a charge almost all day, now it can’t go 1 hour worth of using.... can you explain this?😡😤",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
66bb7805-3a73-4c14-b8a6-0d02f3d71c84,real talk how yall fuckin up the letter “i”? the shits been apart of your products moniker for literally a WHOLE decade @AppleSupport @115858,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
379a2a7e-d704-49e4-ac15-8268d15ea10a,"#IOS11.0.2: Upgraded and found the phone lagging in all areas. Should not have upgraded. @115858, when r u fixing this?",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
540be18e-6baf-4ffb-ab78-f97e4dd1749c,the iPhone i have to send back to the store won’t let me sign outa my Apple ID to factory reset… @AppleSupport,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
b8dfd8a9-e238-49b6-bf3b-64cada00f367,What’s up with this question inside of the box @AppleSupport @115858 ???!!!???!!!,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
43b9c770-4f09-45c8-8bbc-0077cf2af19f,All my texts are from yesterday what’s good ? @AppleSupport,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
58865383-33bf-479f-ac1b-b3c997f4eb83,@AppleSupport when are you guys gonna bring a fix out for all the iphones you’ve trashed with ios11? Mines keeps crashing,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
b6ade095-434b-4f41-a2e4-7bb79fdbe75b,Ugh! @115858 #photos #messages #screenshots are a mess!! Please fix it. It WAS fine!!!,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
0ea32f42-d98d-418a-b5f5-9bf9bead26be,my phone was stolen & this picture showed up on my icloud @AppleSupport,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
02f5ce48-c5b0-427a-ba01-90dccc8ceb6e,@AppleSupport Since updating MacOS new LinkedIn contacts and info do not land in Contacts anymore. Accounts are still linked. Any clue?,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
0bd855d6-d5f5-43e3-b127-32cfaf3afd60,@AppleSupport please tell me why my 6S+ turns into a potato when trying to import photos with an apple sd card reader?? #ios11istrash,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
cc25e927-020b-4fcb-a4b9-aac82c18417f,"Also, @AppleSupport for sure fix the question mark glitch...",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
d5f2bc7e-20d1-4b16-9125-f9faea25eea2,@AppleSupport It doesn't pause but continues to play.,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
2b63ea28-80fe-40a6-868a-68c553456bf6,"@AppleSupport good evening, I think my battery is getting low too fast. Can you run a test, please?",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
07d428c5-bbcf-49ef-81b9-64b0bf55f743,What is wrong with my I️ @AppleSupport and my “it” turns into I.T ......what are y’all doing with these phones? I’m bout to max!,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
61f33f37-cdb7-4acc-84b6-1e758d756cf4,"@AppleSupport Finally updated my watchOS, now every time I glance at my watch (no matter the face), it’s on Stopwatch?!",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
e36904af-ef54-4b51-96fa-9f7f391d15a1,"@AppleSupport I WAS excited until I wasn't able to download or listen to the album, same thing that happens to me with Beyonce's Lemonade, album that was released ""a few MONTHS ago"" and I was never able to download after o purchased it on iTunes",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
48814450-ca46-4067-9b65-4292efd7ae5e,"This new update doesn’t let me see the letter I, and has my phone freezing all the time. Fix it 😒, plus it drains my battery 😒. @AppleSupport",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
571b6db5-cfeb-404f-9bea-bb1020629b01,@AppleSupport is this email as bogus as I think it is? @115858,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
0ca2fd18-de00-43f0-8dae-7aade27ca7ad,@AppleSupport Thank you ! I will not erase my iPad Pro to see if the problem is solved ... look more and more like windows your iOS,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
f6ee0233-f49b-4342-9fef-b0d82320949a,Okay that’s weird @AppleSupport how do I enable Pay with the 11.2 update? Seems like the watchOS has no updates like 4.2?,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
bb81c398-1781-4837-9139-f0fb788b7664,@AppleSupport hi Apple. I bought a new iPhone 7 yesterday! It already had iOS 11 on it. I do feel however like my battery is dropping quickly despite it being new! What do I do?,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
94b7201a-4fad-434c-8f2b-ffee16282618,You know what I’d like? To have cloud music on without I removing the option to select my playlists thanks @AppleSupport I don’t have WiFi at work.,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
abf5ac67-f285-45e4-bc94-20fad2c01304,@115858 I Found an iPad on the train how can I return it to its rightful owner?,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
f4f2e610-5200-476d-a436-c3bed21d3732,"@162401 @AppleSupport I bought Minecraft ages ago in the App Store. It doesn’t register as purchased anymore. Help, please?",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
6a2f2caf-9222-4e79-88df-c01ee2612b22,The irony of having a dead iPhone is that now I have no way to get directions to the @115858 store. #justmillenialproblems #TeamAndroid,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
128e5f61-bf2f-4fec-9d15-2ce9d03229ff,@115858 what the fuck,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
b431a97f-b8ad-46d3-8132-0f16b08176c4,@AppleSupport having trouble to connect with I tunes in my new iPhone,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
4cfa55f1-519c-47de-bd6b-031ac1eaabaa,"@AppleSupport why this always happen? Pls fix it, always need to restart my iPhone to get it back working",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
4e51ccc9-6163-40aa-942f-8e86a4bb925a,@AppleSupport I'm unable to log into my Apple ID on my Mac,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
0e748663-fd68-4c99-b53c-24b59dc13d56,Hey @AppleSupport is there any way to uninstall an iOS update? My phone has been going crazy since I installed 11.0.3. It sucks so bad 😣😣😣😣,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
ffa315ce-f548-449e-baf7-683bd4fc90ca,@AppleSupport You got it-putting that on tomorrow’s docket,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
5c643cba-8140-40c1-917f-25f23de3f7e4,"@AppleSupport I deleted the calendar app on my iPhone, which deleted it from my Apple Watch. I redone loaded Calendar on my iPhone, it’s showing up on my Apple Watch but doesn’t launch",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
7a0a4316-3b6c-46cb-a65a-551754ed5a3e,"@AppleSupport It shows the white screen with the Apple on it, it loads about a third of the way and then shuts off",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
ff967139-cdee-4d90-a42a-0fa2878fbc1f,Having to go into my contacts to text somebody thanks to the new iOS update having hella bugs.. #GrindsMyGears @115858,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
f3fd68e6-4c47-4a0e-9c96-3b55c7ddf3a2,"@AppleSupport I erased Apple watch from my icloud, new user is unable to register pair apple watch, please help.",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
69331841-a250-4668-abb7-2ad74b5ee154,"Uh, hey @AppleSupport my iphone 8 plus won't turn on. I plugged it in when I went to bed and I can't get it to turn on now. -______-",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
a4d39a2f-aa51-40da-b36e-79923cb9558d,I AM FED UP OF SEEING THESE EXCLAMATION POINTS AND BOXED QUESTION MARKS @AppleSupport I need this fixedddd!!!!!!,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
68535d56-a876-4904-a24c-f084ce701315,Unable to use Apple Music after purchasing Apple Music Plan @AppleSupport @115858 @116333,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
e3d0339e-428f-4039-826f-e1d3c597c8f6,Dear @115858 please FIX the battery issue on iOS 11 in the next update. Thank you!,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
facfcee7-f9cf-424a-b4f1-721a5e17ac9b,Is anyone else having issues with their iPhone freezing and acting weird since the most recent update? (11.0.3) @AppleSupport,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
cfc87596-1c79-40d6-8def-692247b055f0,"@AppleSupport why has the latest iOS update absolutely destroyed my iPhone 6 Plus? The phone is now too slow for basic tasks, Poor",This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
a2537e60-7453-469e-8d04-7a12c4d7ab85,@AppleSupport IOS 11.1.1,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
062f8ea3-d66d-4dd6-81a9-b5407b3198fc,I️ updated my phone so the fact that I️ keep getting the question mark box is pissing me off @115858 stop trying to force me to get the x,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
d17a2457-4ce8-4301-9cf1-d6b055e5ebdc,this newest update still hasn’t fixed the issue that MY PHONE DOESNT RING. @115858,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
c3e7e030-83ce-40b5-a72a-925b4da13491,What’s up with the i on my phone lol y’all just gonna force me to update huh @AppleSupport,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
9946350d-a4e1-4105-b426-3b2ca68ca489,@AppleSupport I can’t find anywhere on there that’s going to help me!!,This is a mock draft reply. Please check your settings.,3,3,4,3,3,3.2,[MOCK] API is offline. Returning default median mock scores.
